počty,LCC,řaz1,řaz2,LCC-kategorie,LCC-slovní vyj.,Thema-znak,Thema-slovní vyj. ang.,Sémantická ztráta,pozn.,THEMA do záznamu (znak),THEMA do záznamu (slovně)
4,QC176.82,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
12,QC176.83,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
1,QC176.84.E5,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
2,QC176.84.M3,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
1,QC176.84.O7,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
4,QC176.84.S93,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
1,QC176.9.C37,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
1,QC176.9.M84,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
1,QC176.9.O73,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
1,QC176.9.R37,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
34,QC176.A1,QC,176,physics,solid state physics,PHFC,Condensed matter physics (liquid state and solid state physics),BT,,,
27,QC178,QC,178,physics,atomic physics,PHDV,Gravity,BT,,,
3,QC179,QC,179,physics,atomic physics,PHDV,Gravity,BT,,,
1,QC182,QC,182,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
8,QC183,QC,183,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
4,QC185,QC,185,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
2,QC189,QC,189,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
7,QC189.5,QC,189,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
6,QC189.5.A1,QC,189,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
6,QC191,QC,191,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
2,QC192,QC,192,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
2,QC193,QC,193,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
1,QC197,QC,197,physics,atomic physics,PHM,Atomic and molecular physics,BT,,,
1,QC220,QC,220,physics,,PHJ,Optical physics,NT,,,
1,QC220.5,QC,220,physics,,PHJ,Optical physics,NT,,,
9,QC221,QC,221,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),EQB,,,
4,QC221.5,QC,221,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),EQB,,,
8,QC225.15,QC,225,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),EQB,,,
1,QC225.2,QC,225,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),EQB,,,
2,QC228.3,QC,228,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
2,QC228.8,QC,228,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
3,QC231,QC,231,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
2,QC235,QC,235,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),EQB,,,
1,QC242,QC,242,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
7,QC242.2,QC,242,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
2,QC242.8,QC,242,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
1,QC243.3.E5,QC,243,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
3,QC243.3.S3,QC,243,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
5,QC244,QC,244,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
1,QC244.2,QC,244,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
9,QC244.5,QC,244,physics,acoustics,PHDS,Wave mechanics (vibration and acoustics),BT,,,
1,QC254.2,QC,254,physics,heat,PHH,Thermodynamics and heat,EQB,,,
2,QC261.5,QC,261,physics,heat,PHH,Thermodynamics and heat,EQB,,,
11,QC270,QC,270,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC270.5,QC,270,physics,heat,PHH,Thermodynamics and heat,BT,,,
15,QC271,QC,271,physics,heat,PHH,Thermodynamics and heat,BT,,,
2,QC274,QC,274,physics,heat,PHH,Thermodynamics and heat,BT,,,
4,QC276,QC,276,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC277,QC,277,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC277.9,QC,277,physics,heat,PHH,Thermodynamics and heat,BT,,,
8,QC278,QC,278,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC280,QC,280,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC280.2,QC,280,physics,heat,PHH,Thermodynamics and heat,BT,,,
2,QC281,QC,281,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC281.5.E9,QC,281,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC286,QC,286,physics,heat,PHH,Thermodynamics and heat,BT,,,
2,QC290,QC,290,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC291,QC,291,physics,heat,PHH,Thermodynamics and heat,BT,,,
5,QC304,QC,304,physics,heat,PHH,Thermodynamics and heat,EQB,,,
2,QC310.15,QC,310,physics,heat,PHH,Thermodynamics and heat,EQB,,,
3,QC310.15-319,QC,310,physics,heat,PHH,Thermodynamics and heat,EQB,,,
1,QC310.3,QC,310,physics,heat,PHH,Thermodynamics and heat,EQB,,,
71,QC311,QC,311,physics,heat,PHH,Thermodynamics and heat,EQB,,,
3,QC311.15,QC,311,physics,heat,PHH,Thermodynamics and heat,EQB,,,
7,QC311.2,QC,311,physics,heat,PHH,Thermodynamics and heat,BT,,,
19,QC311.28,QC,311,physics,heat,PHH+YPMP5,Thermodynamics and heat,BT,,,
3,QC311.3,QC,311,physics,heat,PHH,Thermodynamics and heat,BT,,,
16,QC311.5,QC,311,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC318.17,QC,318,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC318.E55,QC,318,physics,heat,PHH,Thermodynamics and heat,BT,,,
5,QC318.E57,QC,318,physics,heat,PHH,Thermodynamics and heat,BT,,,
15,QC318.I7,QC,318,physics,heat,PHH,Thermodynamics and heat,BT,,,
5,QC318.M3,QC,318,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC318.T47,QC,318,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC319,QC,319,physics,heat,PHH,Thermodynamics and heat,BT,,,
36,QC319.8,QC,319,physics,heat,PHH,Thermodynamics and heat,BT,,,
52,QC320,QC,320,physics,heat,PHH,Thermodynamics and heat,BT,,,
6,QC320.2,QC,320,physics,heat,PHH,Thermodynamics and heat,BT,,,
5,QC320.22.I54,QC,320,physics,heat,PHH,Thermodynamics and heat,BT,,,
2,QC320.34,QC,320,physics,heat,PHH,Thermodynamics and heat,BT,,,
2,QC320.4,QC,320,physics,heat,PHH,Thermodynamics and heat,BT,,,
1,QC320.8,QC,320,physics,heat,PHH,Thermodynamics and heat,BT,,,
5,QC321,QC,321,physics,heat,PHH,Thermodynamics and heat,BT,,,
5,QC327,QC,327,physics,heat,PHH,Thermodynamics and heat,BT,,,
9,QC331,QC,331,physics,heat,PHH,Thermodynamics and heat,BT,,,
41,QC350,QC,350,physics,optics,PHJ,Optical physics,EQS,,,
1,QC351,QC,351,physics,optics,PHJ,Optical physics,EQS,,,
1,QC351.2,QC,351,physics,optics,PHJ,Optical physics,EQS,,,
1,QC352,QC,352,physics,optics,PHJ,Optical physics,EQS,,,
5,QC355,QC,355,physics,optics,PHJ,Optical physics,EQS,,,
24,QC355.2,QC,355,physics,optics,PHJ,Optical physics,EQS,,,
20,QC355.3,QC,355,physics,optics,PHJ,Optical physics,EQS,,,
1,QC358,QC,358,physics,optics,PHJ,Optical physics,EQS,,,
3,QC358.5,QC,358,physics,optics,PHJ,Optical physics,EQS,,,
4,QC363.4,QC,363,physics,optics,PHJ+YPMP5,Optical physics,EQS,,,
2,QC366,QC,366,physics,optics,PHJ+YPMP5,Optical physics,EQS,,,
16,QC367,QC,367,physics,optics,PHJ,Optical physics,BT,,,
3,QC367.3.L37,QC,367,physics,optics,PHJ,Optical physics,BT,,,
8,QC369,QC,369,physics,optics,PHJ,Optical physics,BT,,,
3,QC370.5,QC,370,physics,optics,PHJ,Optical physics,BT,,,
11,QC371,QC,371,physics,optics,PHJ,Optical physics,BT,,,
2,QC372,QC,372,physics,optics,PHJ,Optical physics,BT,,,
1,QC372.2.D4,QC,372,physics,optics,PHJ,Optical physics,BT,,,
1,QC373.E4,QC,373,physics,optics,PHJ,Optical physics,BT,,,
1,QC373.O59,QC,373,physics,optics,PHJ,Optical physics,BT,,,
3,QC373.S7,QC,373,physics,optics,PHJ,Optical physics,BT,,,
6,QC374,QC,374,physics,optics,PHJ,Optical physics,BT,,,
1,QC375,QC,375,physics,optics,PHJ,Optical physics,BT,,,
12,QC381,QC,381,physics,optics,PHJ,Optical physics,BT,,,
3,QC382.2,QC,382,physics,optics,PHJ,Optical physics,BT,,,
1,QC383,QC,383,physics,optics,PHJ,Optical physics,BT,,,
3,QC385,QC,385,physics,optics,PHJ,Optical physics,BT,,,
4,QC385.2.D47,QC,385,physics,optics,PHJ,Optical physics,BT,,,
1,QC385.5,QC,385,physics,optics,PHJ,Optical physics,BT,,,
8,QC391,QC,391,physics,optics,PHJ,Optical physics,BT,,,
1,QC392,QC,392,physics,physical optics,PHJ,Optical physics,EQS,,,
8,QC395.2,QC,395,physics,physical optics,PHJ,Optical physics,EQS,,,
2,QC397.5.I53,QC,397,physics,physical optics,PHJ,Optical physics,BT,,,
3,QC401,QC,401,physics,physical optics,PHJ,Optical physics,BT,,,
1,QC403,QC,403,physics,physical optics,PHJ,Optical physics,BT,,,
1,QC406,QC,406,physics,physical optics,PHJ,Optical physics,BT,,,
1,QC407,QC,407,physics,physical optics,PHJ,Optical physics,BT,,,
2,QC411,QC,411,physics,physical optics,PHJ,Optical physics,BT,,,
1,QC414.8,QC,414,physics,physical optics,PHJ,Optical physics,BT,,,
5,QC415,QC,415,physics,physical optics,PHJ,Optical physics,BT,,,
1,QC417,QC,417,physics,physical optics,PHJ,Optical physics,BT,,,
1,QC426.8.N44,QC,426,physics,physical optics,PHJ,Optical physics,BT,,,
2,QC427.4,QC,427,physics,physical optics,PHJ,Optical physics,BT,,,
1,QC427.8.C73,QC,427,physics,physical optics,PHJ,Optical physics,BT,,,
1,QC443,QC,443,physics,physical optics,PHJ,Optical physics,BT,,,
3,QC446.15,QC,446,physics,physical optics,PHJ,Optical physics,BT,,,
22,QC446.2,QC,446,physics,physical optics,PHJ,Optical physics,BT,,,
6,QC449,QC,449,physics,physical optics,TTBL,Laser technology and holography,EQB,,,
1,QC449.3,QC,449,physics,physical optics,TTBL,Laser technology and holography,EQB,,,
11,QC450,QC,450,physics,spectroscopy,PHJ,Optical physics,BT,,,
12,QC451,QC,451,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC453,QC,453,physics,spectroscopy,PHJ,Optical physics,BT,,,
4,QC454,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
8,QC454.A8,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
4,QC454.E4,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
1,QC454.E46,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
5,QC454.F7,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC454.H618,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
7,QC454.L3,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
8,QC454.M3,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
13,QC454.M6,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
1,QC454.M8,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
7,QC454.O66,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
6,QC454.P48,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
7,QC454.R36,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
1,QC454.T47,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC454.T75,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
6,QC454.V5,QC,454,physics,spectroscopy,PHJ,Optical physics,BT,,,
1,QC455,QC,455,physics,spectroscopy,PHJ,Optical physics,BT,,,
9,QC457,QC,457,physics,spectroscopy,PHJ,Optical physics,BT,,,
1,QC459,QC,459,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC462,QC,462,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC462.5,QC,462,physics,spectroscopy,PHJ,Optical physics,BT,,,
5,QC462.85,QC,462,physics,spectroscopy,PHJ,Optical physics,BT,,,
1,QC462.C1,QC,462,physics,spectroscopy,PHJ,Optical physics,BT,,,
1,QC462.T86,QC,462,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC463.P5,QC,463,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC464.G55,QC,464,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC467,QC,467,physics,spectroscopy,PHJ,Optical physics,BT,,,
2,QC475,QC,475,physics,radiation physics,PHVD,Medical physics,AT,,,
1,QC475.7,QC,475,physics,radiation physics,PHVD,Medical physics,AT,,,
3,QC475.8,QC,475,physics,radiation physics,PHVD,Medical physics,AT,,,
2,QC476.4,QC,476,physics,radiation physics,PHVD,Medical physics,BT,,,
3,QC476.5,QC,476,physics,radiation physics,PHVD,Medical physics,BT,,,
2,QC476.6,QC,476,physics,radiation physics,PHVD,Medical physics,BT,,,
1,QC476.7,QC,476,physics,radiation physics,PHVD,Medical physics,BT,,,
4,QC476.C6,QC,476,physics,radiation physics,PHVD,Medical physics,BT,,,
2,QC476.S6,QC,476,physics,radiation physics,PHVD,Medical physics,BT,,,
1,QC476.S86,QC,476,physics,radiation physics,PHVD,Medical physics,BT,,,
3,QC477,QC,477,physics,radiation physics,PHVD,Medical physics,BT,,,
3,QC479,QC,479,physics,radiation physics,PHVD,Medical physics,BT,,,
2,QC480,QC,480,physics,radiation physics,PHVD,Medical physics,BT,,,
2,QC481,QC,481,physics,radiation physics,PHVD,Medical physics,BT,,,
9,QC482.D5,QC,482,physics,radiation physics,PHVD,Medical physics,BT,,,
2,QC482.S3,QC,482,physics,radiation physics,PHVD,Medical physics,BT,,,
1,QC482.S6,QC,482,physics,radiation physics,PHVD,Medical physics,BT,,,
1,QC484.8,QC,484,physics,radiation physics,PHVD,Medical physics,AT,,,
1,QC484.9,QC,484,physics,radiation physics,PHVD,Medical physics,AT,,,
6,QC485,QC,485,physics,radiation physics,PHVD,Medical physics,AT,,,
4,QC490,QC,490,physics,radiation physics,PHVD,Medical physics,BT,,,
6,QC491,QC,491,physics,radiation physics,PHVD,Medical physics,BT,,,
1,QC494.7,QC,494,physics,radiation physics,PHVD,Medical physics,BT,,,
5,QC495,QC,495,physics,radiation physics,PHVD,Medical physics,BT,,,
2,QC495.8,QC,495,physics,radiation physics,PHVD,Medical physics,BT,,,
1,QC503,QC,503,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
1,QC507,QC,507,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
1,QC515.O77,QC,515,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
1,QC518,QC,518,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
3,QC521,QC,521,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
28,QC522,QC,522,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
2,QC523,QC,523,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
1,QC527,QC,527,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
2,QC527.2,QC,527,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
8,QC532,QC,532,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
2,QC533,QC,533,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",EQB,,,
9,QC535,QC,535,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC543,QC,543,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC544.E5,QC,544,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC544.P8,QC,544,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC570,QC,570,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
5,QC571,QC,571,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
11,QC585,QC,585,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC585.7.D5,QC,585,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC585.7.R4,QC,585,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC585.8.E4,QC,585,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC585.8.L56,QC,585,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC595.5,QC,595,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
3,QC596.5,QC,596,physics,electrostatics,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC601,QC,601,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC607,QC,607,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC610.4,QC,610,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC610.6,QC,610,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
46,QC610.9,QC,610,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
25,QC611,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.24,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.26,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC611.28,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC611.3,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
3,QC611.6.D4,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.6.E45,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.6.H67,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
3,QC611.6.M64,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
12,QC611.6.O6,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.6.P55,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC611.6.Q35,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
4,QC611.6.R3,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
4,QC611.6.S9,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
4,QC611.8.A5,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
3,QC611.8.C64,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.8.D66,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.8.L68,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.8.M25,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.8.N33,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC611.8.N35,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
4,QC611.8.O7,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.8.S44,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
6,QC611.8.S5,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.8.S86,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.8.W53,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC611.9,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
10,QC611.92,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
5,QC611.95,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.97.E69,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.97.S64,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
6,QC611.98.H54,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.98.O74,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
1,QC611.98.T37,QC,611,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
2,QC612,QC,612,physics,electricity,PHK,"Electricity, electromagnetism and magnetism",BT,,,
